account_id,customer_id,account_type,account_status,currency,open_date,close_date,branch_code,branch_city,current_balance,avg_monthly_balance_6m,credit_limit,credit_utilization_pct,overdraft_enabled,card_type,is_joint_account,num_linked_devices,mobile_banking_enrolled,last_login_date,avg_monthly_txn_count,account_tier,is_orphan_customer,is_quarantined
ACC_000127,CUST_00088,SAVINGS,ACTIVE,INR,2022-04-28 00:00:00,,BR137,Ahmedabad,122715.42,108786.45,0.0,0.0,False,NONE,True,2,False,2026-06-28 00:00:00,27,BASIC,False,False
ACC_000128,CUST_00089,SAVINGS,ACTIVE,INR,2018-01-14 00:00:00,,BR125,Jaipur,85739.39,78709.1,0.0,0.0,False,CLASSIC,False,5,True,2026-05-28 00:00:00,35,SILVER,False,False
ACC_000129,CUST_00089,SAVINGS,ACTIVE,INR,2018-07-24 00:00:00,,BR135,Jaipur,42060.58,43832.66,0.0,0.0,False,NONE,False,2,True,2026-08-06 00:00:00,22,BASIC,False,False
ACC_000130,CUST_00089,SAVINGS,ACTIVE,INR,2017-08-01 00:00:00,,BR135,Jaipur,148997.61,109986.01,0.0,0.0,False,,False,2,True,2026-07-20 00:00:00,26,GOLD,False,False
ACC_000131,CUST_00090,SALARY,ACTIVE,INR,2019-07-16 00:00:00,,BR130,Hyderabad,76225.37,75667.78,0.0,0.0,False,CLASSIC,True,2,True,2026-07-02 00:00:00,19,BASIC,False,False
ACC_000132,CUST_00091,SALARY,CLOSED,INR,2019-01-10 00:00:00,2024-01-30 00:00:00,BR109,Kochi,35493.19,26662.51,0.0,0.0,False,,False,1,True,2026-08-14 00:00:00,3,BASIC,False,False
ACC_000133,CUST_00092,CURRENT,ACTIVE,INR,2020-02-09 00:00:00,,BR140,Chennai,10335.86,11214.9,0.0,0.0,True,,True,2,False,2026-06-20 00:00:00,20,SILVER,False,False
ACC_000134,CUST_00092,SAVINGS,ACTIVE,INR,2017-12-20 00:00:00,,BR118,,73700.23,61296.98,0.0,0.0,False,GOLD,True,4,True,2026-07-17 00:00:00,2,SILVER,False,False
ACC_000135,CUST_00093,SAVINGS,ACTIVE,INR,2020-05-18 00:00:00,,BR107,Mysuru,4687.98,3691.98,0.0,0.0,False,CLASSIC,False,2,True,2026-08-23 00:00:00,26,BASIC,False,False
ACC_000136,CUST_00093,SALARY,ACTIVE,INR,2016-05-30 00:00:00,,,Mysuru,20097.0,15229.75,0.0,0.0,False,GOLD,False,4,False,2026-07-22 00:00:00,16,BASIC,False,False
ACC_000137,CUST_00094,SAVINGS,ACTIVE,INR,2021-03-12 00:00:00,,BR129,Indore,189280.79,180503.15,0.0,0.0,False,GOLD,False,4,True,2026-08-08 00:00:00,11,BASIC,False,False
ACC_000138,CUST_00094,SAVINGS,ACTIVE,INR,2016-08-20 00:00:00,,BR128,Indore,72839.75,62654.95,0.0,0.0,False,CLASSIC,False,4,True,2026-06-30 00:00:00,38,BASIC,False,False
ACC_000139,CUST_00094,SAVINGS,ACTIVE,INR,2020-04-03 00:00:00,,BR130,Indore,69729.39,44941.52,0.0,0.0,False,CLASSIC,False,3,True,2026-07-02 00:00:00,13,GOLD,False,False
ACC_000140,CUST_00095,SAVINGS,ACTIVE,INR,2020-10-12 00:00:00,,BR130,Hyderabad,57427.02,77179.06,0.0,0.0,False,GOLD,False,3,True,2026-05-27 00:00:00,25,GOLD,False,False
ACC_000141,CUST_00096,CREDIT_CARD,ACTIVE,INR,2026-02-19 00:00:00,,BR128,Indore,13073.83,14481.69,50000.0,47.0,False,SIGNATURE,False,2,True,2026-09-17 00:00:00,21,SILVER,False,False
ACC_000142,CUST_00096,SAVINGS,ACTIVE,INR,2023-12-14 00:00:00,,BR120,Indore,12432.37,17468.23,0.0,0.0,False,PLATINUM,False,2,True,2026-09-01 00:00:00,20,GOLD,False,False
ACC_000143,CUST_00097,SAVINGS,ACTIVE,INR,2019-07-13 00:00:00,,BR122,Noida,323995.77,333224.01,0.0,0.0,False,CLASSIC,False,2,True,2026-08-23 00:00:00,39,GOLD,False,False
ACC_000144,CUST_00097,CREDIT_CARD,ACTIVE,INR,2026-01-07 00:00:00,,BR108,Noida,476546.64,369770.58,500000.0,45.6,True,SIGNATURE,False,2,True,2026-06-11 00:00:00,12,BASIC,False,False
ACC_000145,CUST_00098,SAVINGS,ACTIVE,INR,2018-03-13 00:00:00,,BR115,,13759.43,13490.58,0.0,0.0,False,PLATINUM,True,1,True,2026-07-23 00:00:00,21,SILVER,False,False
ACC_000146,CUST_00099,SALARY,ACTIVE,INR,2020-08-28 00:00:00,,BR105,Chandigarh,68865.36,61177.06,0.0,0.0,False,NONE,False,2,False,2026-09-09 00:00:00,42,BASIC,False,False
ACC_000147,CUST_00100,,ACTIVE,INR,2020-10-17 00:00:00,,BR135,Delhi,83783.02,96303.26,0.0,0.0,False,NONE,True,2,True,2026-09-16 00:00:00,15,GOLD,False,False
ACC_000148,CUST_00100,CREDIT_CARD,ACTIVE,INR,2022-01-06 00:00:00,,BR138,Delhi,5893.99,4106.12,500000.0,52.0,False,CLASSIC,False,1,True,2026-06-09 00:00:00,2,BASIC,False,False
ACC_000149,CUST_00101,SALARY,ACTIVE,INR,2022-09-03 00:00:00,,BR111,Mysuru,14044.95,19201.48,0.0,0.0,False,CLASSIC,False,5,True,2026-08-30 00:00:00,26,BASIC,False,False
ACC_000150,CUST_00101,NRE,ACTIVE,INR,2021-09-09 00:00:00,,BR103,Mysuru,79354.81,115364.51,0.0,0.0,False,CLASSIC,False,3,True,2026-09-03 00:00:00,11,GOLD,False,False
ACC_000151,CUST_00101,CURRENT,ACTIVE,INR,2021-06-30 00:00:00,,BR135,Mysuru,14187.63,14816.22,0.0,0.0,False,NONE,False,3,False,2026-07-07 00:00:00,14,SILVER,False,False
ACC_000152,CUST_00102,,ACTIVE,INR,2025-05-16 00:00:00,,BR108,Pune,36440.98,32395.2,1000000.0,39.4,False,,True,1,True,2026-07-06 00:00:00,35,SILVER,False,False
ACC_000153,CUST_00102,SALARY,ACTIVE,INR,2025-09-11 00:00:00,,BR106,Pune,112286.1,126927.98,0.0,0.0,False,GOLD,False,2,True,2026-06-25 00:00:00,31,BASIC,False,False
ACC_000154,CUST_00103,SAVINGS,ACTIVE,INR,2023-06-11 00:00:00,,,Kochi,46359.61,66483.97,0.0,0.0,False,GOLD,False,3,True,2026-06-07 00:00:00,30,SILVER,False,False
ACC_000155,CUST_00103,SALARY,ACTIVE,INR,2017-04-06 00:00:00,,BR131,Kochi,170776.21,173446.49,0.0,0.0,False,PLATINUM,False,3,True,2026-09-18 00:00:00,28,BASIC,False,False
ACC_000156,CUST_00104,CURRENT,ACTIVE,INR,2018-03-01 00:00:00,,BR119,Pune,80295.23,55016.35,0.0,0.0,True,NONE,False,1,True,2026-07-21 00:00:00,30,BASIC,False,False
ACC_000157,CUST_00105,SAVINGS,ACTIVE,INR,2019-06-30 00:00:00,,BR127,Gurugram,3685.53,2922.93,0.0,0.0,False,,False,3,True,2026-09-10 00:00:00,14,SILVER,False,False
ACC_000158,CUST_00106,SAVINGS,ACTIVE,INR,2018-12-10 00:00:00,,BR133,Bengaluru,188893.87,214896.07,0.0,0.0,True,GOLD,False,2,True,2026-06-22 00:00:00,35,BASIC,False,False
ACC_000159,CUST_00107,SAVINGS,DORMANT,INR,2022-08-22 00:00:00,,BR105,Indore,26693.35,38211.8,0.0,0.0,False,,False,2,True,2026-05-30 00:00:00,16,BASIC,False,False
ACC_000160,CUST_00108,SAVINGS,ACTIVE,INR,2022-07-27 00:00:00,,BR101,Chandigarh,340182.34,376378.15,0.0,0.0,False,CLASSIC,False,1,True,2026-08-22 00:00:00,32,BASIC,False,False
ACC_000161,CUST_00108,SAVINGS,DORMANT,INR,2019-10-03 00:00:00,,BR136,Chandigarh,11221.87,11746.78,0.0,0.0,False,PLATINUM,True,2,True,2026-09-16 00:00:00,24,SILVER,False,False
ACC_000162,CUST_00109,SALARY,DORMANT,INR,2019-12-07 00:00:00,,,Chennai,14010.63,19487.21,0.0,0.0,False,GOLD,False,3,True,2026-09-02 00:00:00,18,BASIC,False,False
ACC_000163,CUST_00110,SALARY,ACTIVE,INR,2026-06-03 00:00:00,,,Coimbatore,57520.08,60219.58,0.0,0.0,False,NONE,False,5,True,2026-08-11 00:00:00,13,SILVER,False,False
ACC_000164,CUST_00111,CREDIT_CARD,ACTIVE,INR,2016-07-11 00:00:00,,BR118,Ahmedabad,109530.02,102631.55,100000.0,34.1,True,CLASSIC,False,1,True,2026-09-06 00:00:00,27,GOLD,False,False
ACC_000165,CUST_00111,CURRENT,,INR,2023-06-22 00:00:00,,BR107,Ahmedabad,205723.86,227932.45,0.0,0.0,False,CLASSIC,False,4,True,2026-06-24 00:00:00,18,PLATINUM,False,False
ACC_000166,CUST_00112,SAVINGS,ACTIVE,INR,2024-01-30 00:00:00,,BR130,Hyderabad,19039.0,25041.53,0.0,0.0,True,GOLD,False,3,True,2026-08-08 00:00:00,38,SILVER,False,False
ACC_000167,CUST_00113,SALARY,ACTIVE,INR,2017-03-14 00:00:00,,BR128,Mysuru,80573.5,86085.68,0.0,0.0,True,GOLD,False,3,True,2026-06-24 00:00:00,16,SILVER,False,False
ACC_000168,CUST_00114,SALARY,ACTIVE,INR,2025-01-09 00:00:00,,,Coimbatore,44023.96,50928.82,0.0,0.0,False,GOLD,False,1,True,2026-06-03 00:00:00,30,BASIC,False,False
ACC_000169,CUST_00115,SALARY,ACTIVE,INR,2018-02-25 00:00:00,,BR131,Indore,51528.17,40856.36,0.0,0.0,False,NONE,False,1,True,2026-09-03 00:00:00,28,BASIC,False,False
ACC_000170,CUST_00115,SALARY,ACTIVE,INR,2025-07-08 00:00:00,,BR102,Indore,7303.1,5018.17,0.0,0.0,False,SIGNATURE,False,5,True,2026-09-09 00:00:00,27,SILVER,False,False
ACC_000171,CUST_00116,CURRENT,ACTIVE,INR,2021-01-18 00:00:00,,BR135,,80154.88,93846.21,0.0,0.0,,GOLD,False,2,True,2026-08-09 00:00:00,25,GOLD,False,False
ACC_000172,CUST_00117,SAVINGS,ACTIVE,INR,2017-11-22 00:00:00,,BR109,,6865.49,10258.33,0.0,0.0,False,CLASSIC,False,2,True,2026-07-11 00:00:00,15,SILVER,False,False
ACC_000173,CUST_00118,CURRENT,ACTIVE,INR,2021-01-31 00:00:00,,BR119,Chennai,130296.29,184068.3,0.0,0.0,,PLATINUM,False,1,True,2026-09-15 00:00:00,27,GOLD,False,False
ACC_000174,CUST_00118,,ACTIVE,INR,2022-08-17 00:00:00,,BR116,Chennai,17863.86,12607.49,0.0,0.0,False,,False,1,True,2026-09-16 00:00:00,39,,False,False
ACC_000175,CUST_00119,SAVINGS,ACTIVE,INR,2021-11-28 00:00:00,,BR121,Jaipur,77794.81,84127.96,0.0,0.0,False,CLASSIC,True,4,True,2026-08-06 00:00:00,30,SILVER,False,False
ACC_000176,CUST_00119,SALARY,ACTIVE,INR,2023-04-11 00:00:00,,BR105,Jaipur,10747.0,9452.94,0.0,0.0,False,,False,1,True,2026-08-21 00:00:00,25,SILVER,False,False
ACC_000177,CUST_00120,CURRENT,ACTIVE,INR,2023-07-27 00:00:00,,BR114,Pune,25636.72,17557.5,0.0,0.0,True,CLASSIC,False,7,True,2026-08-09 00:00:00,25,BASIC,False,False
ACC_000178,CUST_00120,SALARY,ACTIVE,INR,2018-01-26 00:00:00,,BR134,Pune,116603.87,126998.64,0.0,0.0,False,GOLD,False,5,True,2026-05-22 00:00:00,20,SILVER,False,False
