transaction_id,account_id,customer_id,transaction_timestamp,transaction_hour,is_weekend,amount,currency,transaction_type,channel,status,merchant_id,merchant_name,merchant_category,merchant_city,merchant_country,device_id,device_type,is_new_device,ip_address,auth_method,is_card_present,is_foreign_transaction,distance_from_home_km,time_since_prev_txn_mins,txn_count_last_24h,txn_count_last_7d,amount_to_account_avg_ratio,balance_after_txn,has_invalid_transaction_timestamp,is_orphan_account,is_orphan_customer,is_quarantined
TXN_0000499,ACC_000087,CUST_00063,2026-06-22 11:41:30,11,False,1319.34,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Noida,IN,DEV_856254,POS_TERMINAL,False,,SIGNATURE,True,False,6.4,6980.53,0,1,1.85,68699.22,False,False,False,False
TXN_0000438,ACC_000033,CUST_00022,2026-06-07 11:32:54,11,True,36860.92,INR,PURCHASE,ONLINE,SUCCESS,MER_6761,Luxury Goods Direct,JEWELLERY,Moscow,RU,DEV_736714,ANDROID,True,112.68.138.224,CVV,False,True,8216.0,26.17,1,1,1.051,11850.2,False,False,False,False
TXN_0000565,ACC_000043,CUST_00029,2026-07-03 23:02:56,23,False,945.82,INR,PURCHASE,MOBILE_APP,FAILED,MER_4017,Netflix,SUBSCRIPTION,Jaipur,IN,DEV_562965,MACOS,False,49.44.48.119,CVV,False,False,3.9,19483.98,0,0,0.099,2965.9,False,False,False,False
TXN_0000164,ACC_000114,CUST_00081,2026-04-21 19:53:54,19,False,25.0,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Chennai,IN,DEV_905812,IOS,True,49.49.93.181,OTP,False,False,11.0,,0,0,,114260.72,False,False,False,False
TXN_0000443,ACC_000033,CUST_00022,2026-06-07 12:48:14,12,True,-63866.44,INR,PURCHASE,ONLINE,,MER_1412,Croma Electronics,ELECTRONICS,Panama City,PA,DEV_989838,WINDOWS_DESKTOP,True,97.166.137.53,,False,True,10076.9,28.55,4,4,1.86,-19889.72,False,False,False,False
TXN_0000445,ACC_000031,CUST_00020,2026-06-07 20:49:44,20,True,11270.68,INR,PURCHASE,POS,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Jaipur,IN,DEV_222115,POS_TERMINAL,False,,,True,False,1217.8,31935.67,0,0,0.811,20085.55,False,False,False,False
TXN_0000107,ACC_000117,CUST_00082,2026-04-10 13:14:21,13,False,188.74,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Mumbai,IN,DEV_532832,POS_TERMINAL,True,,PIN,True,False,2.0,,0,0,,154653.31,False,False,False,False
TXN_0000986,ACC_000094,CUST_00067,2026-09-17 23:34:06,23,False,317.36,INR,PURCHASE,POS,SUCCESS,MER_7120,Swiggy,FOOD_DELIVERY,Pune,IN,DEV_112885,POS_TERMINAL,False,,PIN,True,False,9.2,59.0,3,3,0.013,-474989.18,False,False,False,False
TXN_0000503,ACC_000122,CUST_00086,2026-06-23 09:04:03,9,False,11731.2,INR,,POS,SUCCESS,MER_6761,Luxury Goods Direct,JEWELLERY,Indore,IN,DEV_308665,POS_TERMINAL,True,,PIN,True,False,673.5,,0,0,,10611.05,False,False,False,False
TXN_0000623,ACC_000129,CUST_00089,2026-07-13 06:44:11,6,False,15025.44,INR,PURCHASE,POS,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Jaipur,IN,DEV_831952,POS_TERMINAL,False,,PIN,True,False,1.2,127946.15,0,0,19.307,26256.88,False,False,False,False
TXN_0000223,ACC_000128,CUST_00089,2026-05-02 22:26:15,22,True,11032.19,INR,WITHDRAWAL,ATM,SUCCESS,MER_2885,SBI ATM,ATM_WITHDRAWAL,Jaipur,IN,DEV_512668,ATM_MACHINE,False,,,True,False,11.1,101.0,2,4,3.84,63215.61,False,False,False,False
TXN_0000701,ACC_000080,CUST_00057,2026-07-31 11:29:31,11,False,25.0,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Gurugram,IN,DEV_730520,POS_TERMINAL,False,,PIN,True,False,4.2,154376.05,0,0,0.014,5689.45,False,False,False,False
TXN_0000885,ACC_000168,CUST_00114,2026-08-30 13:07:06,13,True,47.48,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Coimbatore,IN,DEV_972944,POS_TERMINAL,False,,SIGNATURE,True,False,2.1,58677.43,0,0,0.033,38297.44,False,False,False,False
TXN_0000110,ACC_000023,CUST_00016,2026-04-11 21:30:53,21,True,17351.65,INR,PURCHASE,POS,SUCCESS,MER_6761,Luxury Goods Direct,JEWELLERY,Kochi,IN,DEV_150046,POS_TERMINAL,True,,PIN,True,False,198.0,299.0,1,1,12.539,15589.14,False,False,False,False
TXN_0000702,ACC_000080,CUST_00057,2026-07-31 16:36:31,16,False,26953.17,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_6330,QuickCash Wire Ltd,MONEY_TRANSFER,Gurugram,IN,,ANDROID,False,49.46.104.175,OTP,False,False,5.6,307.0,1,1,19.083,-9566.14,False,False,False,False
TXN_0000398,ACC_000128,CUST_00089,2026-05-31 15:25:00,15,True,577.06,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_200174,,False,49.49.1.222,BIOMETRIC,False,False,2.5,1023.12,2,3,0.08,13274.96,False,False,False,False
TXN_0000769,ACC_000085,CUST_00061,2026-08-09 12:41:26,12,True,2497.81,INR,PURCHASE,ONLINE,,MER_9326,Flipkart,ECOMMERCE,Gurugram,IN,DEV_997034,WINDOWS_DESKTOP,True,49.55.216.53,OTP,False,False,1114.7,65.0,1,1,1.538,81146.14,False,False,False,False
TXN_0000800,ACC_000177,CUST_00120,2026-08-13 19:43:40,19,False,2137.1,INR,PURCHASE,POS,SUCCESS,MER_6986,HP Fuel Station,FUEL,,IN,DEV_193469,POS_TERMINAL,False,,SIGNATURE,True,False,7.8,27159.22,0,0,1.378,18845.64,False,False,False,False
TXN_0000288,ACC_000093,CUST_00066,2026-05-13 19:44:40,19,False,1257.7,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Ahmedabad,IN,DEV_548901,POS_TERMINAL,True,,PIN,True,False,8.2,,0,0,,414733.4,False,False,False,False
TXN_0000978,ACC_000133,CUST_00092,2026-09-17 15:14:29,15,False,21879.7,INR,PURCHASE,POS,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Chennai,IN,,POS_TERMINAL,True,,PIN,True,False,5.5,,0,0,,3846.21,False,False,False,False
TXN_0000534,ACC_000052,CUST_00036,2026-06-27 10:50:54,10,True,59927.08,INR,,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Coimbatore,IN,DEV_972655,POS_TERMINAL,False,,PIN,True,False,4.5,149.0,1,1,2.087,79807.17,False,False,False,False
TXN_0000105,ACC_000051,CUST_00035,2026-04-10 03:29:04,3,False,1708.12,INR,PURCHASE,POS,SUCCESS,MER_3441,Indian Oil Petrol,FUEL,Ahmedabad,IN,DEV_324116,,True,,PIN,True,False,10.4,347.0,1,1,5.273,58768.1,False,False,False,False
TXN_0000754,ACC_000094,CUST_00067,2026-08-07 18:36:07,18,False,230.58,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Pune,IN,,IOS,False,49.47.186.193,OTP,False,False,8.1,305.0,2,2,0.007,-514255.52,False,False,False,False
TXN_0000505,ACC_000034,CUST_00023,2026-06-24 20:21:40,20,False,887.21,INR,,MOBILE_APP,SUCCESS,MER_4017,Netflix,SUBSCRIPTION,Chennai,IN,,,False,49.55.37.210,OTP,False,False,0.2,41225.25,0,0,0.2,46660.57,False,False,False,False
TXN_0000804,ACC_000046,CUST_00032,2026-08-14 09:36:41,9,False,784.32,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_4017,Netflix,SUBSCRIPTION,Mumbai,IN,DEV_564077,ANDROID,False,49.54.197.119,OTP,False,False,101.5,29.0,1,1,0.028,71021.72,False,False,False,False
TXN_0000054,ACC_000113,CUST_00080,2026-03-30 12:22:30,12,False,9028.6,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Bengaluru,IN,DEV_477735,ATM_MACHINE,True,,PIN,True,False,6.4,,0,0,,10530.16,False,False,False,False
TXN_0000320,ACC_000135,CUST_00093,2026-05-18 12:32:17,12,False,19943.02,INR,PURCHASE,,FAILED,MER_6761,Luxury Goods Direct,JEWELLERY,Manila,PH,DEV_480002,IOS,True,76.150.235.37,CVV,False,True,10418.0,67292.42,0,0,4.41,-11300.78,False,False,False,False
TXN_0000539,ACC_000037,CUST_00025,2026-06-27 15:42:11,15,True,2390.56,INR,PURCHASE,POS,SUCCESS,MER_6986,HP Fuel Station,FUEL,Hyderabad,IN,DEV_407645,,True,,SIGNATURE,True,False,7.0,,0,0,,97053.42,False,False,False,False
TXN_0000365,ACC_000043,CUST_00029,2026-05-25 21:32:12,21,False,22684.74,INR,PURCHASE,POS,FAILED,MER_1412,Croma Electronics,ELECTRONICS,Jaipur,IN,DEV_847707,POS_TERMINAL,False,,,True,False,7.3,70927.95,0,0,37.039,18611.98,False,False,False,False
TXN_0000919,ACC_000081,CUST_00058,2026-09-07 11:46:22,11,False,2302.21,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Chennai,IN,,ATM_MACHINE,False,,PIN,True,False,629.5,92.0,2,2,0.092,33819.54,False,False,False,False
TXN_0000566,ACC_000070,CUST_00048,2026-07-04 02:24:40,2,True,0.0,INR,PURCHASE,ONLINE,SUCCESS,MER_6393,IRCTC Rail,TRAVEL,Chennai,IN,DEV_508881,WINDOWS_DESKTOP,False,49.59.128.137,3DS,False,False,15.2,359.0,2,2,0.28,7156.67,False,False,False,False
TXN_0000130,ACC_000109,CUST_00078,2026-04-14 13:56:25,13,False,1300.26,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Kochi,IN,DEV_929029,POS_TERMINAL,False,,SIGNATURE,True,False,247.5,30216.4,0,0,0.468,56504.15,False,False,False,False
TXN_0000569,ACC_000160,CUST_00108,2026-07-04 15:43:53,15,True,2772.93,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_7794,Tata Power,UTILITIES,Chandigarh,IN,,IOS,False,49.49.138.26,BIOMETRIC,False,False,13.4,53147.75,0,0,0.289,299074.06,False,False,False,False
TXN_0000913,ACC_000155,CUST_00103,2026-09-06 23:09:13,23,True,34167.65,INR,PURCHASE,POS,FAILED,MER_1438,Reliance Digital,ELECTRONICS,Mysuru,IN,DEV_491270,POS_TERMINAL,False,,SIGNATURE,True,False,151.4,26.85,1,4,0.382,162203.38,False,False,False,False
TXN_0000396,ACC_000138,CUST_00094,2026-05-30 22:28:00,22,True,3635.14,INR,WITHDRAWAL,ATM,,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Indore,IN,DEV_801444,ATM_MACHINE,True,,PIN,True,False,0.5,359.0,1,1,0.516,62153.71,False,False,False,False
TXN_0000930,ACC_000046,CUST_00032,2026-09-08 21:30:20,21,False,13175.17,INR,PURCHASE,POS,,MER_1412,Croma Electronics,ELECTRONICS,Pune,IN,DEV_564077,,False,,SIGNATURE,True,False,5.3,36651.65,0,0,0.475,6311.68,False,False,False,False
TXN_0000293,ACC_000124,CUST_00087,2026-05-14 18:03:03,18,False,5308.01,INR,PURCHASE,ONLINE,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Ahmedabad,IN,DEV_507888,ANDROID,False,49.53.141.195,,False,False,6.5,119.0,1,1,1.286,1425.47,False,False,False,False
TXN_0000618,ACC_000052,CUST_00036,2026-07-12 01:18:55,1,True,20532.76,INR,PURCHASE,,SUCCESS,MER_8385,Max Hospital,HEALTHCARE,Coimbatore,IN,DEV_972655,POS_TERMINAL,False,,SIGNATURE,True,False,8.3,393.0,1,1,0.877,41358.27,False,False,False,False
TXN_0000248,ACC_000078,CUST_00056,2026-05-07 02:31:53,2,False,1209.44,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Gurugram,IN,DEV_805383,WINDOWS_DESKTOP,False,49.48.220.26,,False,False,10.2,51371.08,0,0,6.442,10145.53,False,False,False,False
TXN_0000735,ACC_000069,CUST_00047,2026-08-04 22:07:51,22,False,1568.04,INR,PURCHASE,,SUCCESS,MER_5366,FreshMart Supermarket,GROCERY,Hyderabad,IN,DEV_378925,POS_TERMINAL,True,,SIGNATURE,True,False,13.1,184.0,3,3,0.231,4114.89,False,False,False,False
TXN_0000844,ACC_000066,CUST_00045,2026-08-20 18:00:48,18,False,649.68,INR,PAYMENT,INTERNET_BANKING,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_583232,ANDROID,False,49.37.136.8,OTP,False,False,1.6,220.0,1,1,0.302,47472.81,False,False,False,False
TXN_0000037,ACC_000080,CUST_00057,2026-03-28 19:24:55,19,True,738.31,INR,PURCHASE,POS,SUCCESS,MER_6724,Zomato,FOOD_DELIVERY,Gurugram,IN,,POS_TERMINAL,True,,PIN,True,False,10.1,,0,0,,12013.25,False,False,False,False
TXN_0000542,ACC_000054,CUST_00038,2026-06-28 15:01:39,15,True,725.85,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_6393,IRCTC Rail,TRAVEL,Chennai,IN,DEV_467355,ANDROID,False,49.58.57.234,OTP,False,False,4.2,96313.87,0,0,0.255,7661.56,False,False,False,False
TXN_0000922,ACC_000102,CUST_00073,2026-09-08 03:14:53,3,False,1305.12,INR,PURCHASE,POS,SUCCESS,MER_5366,FreshMart Supermarket,GROCERY,Chennai,IN,,POS_TERMINAL,False,,,True,False,2.7,100992.3,0,0,0.322,12515.1,False,False,False,False
TXN_0000376,ACC_000120,CUST_00084,2026-05-27 11:55:13,11,False,4973.59,INR,,ONLINE,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Chandigarh,IN,DEV_212341,ANDROID,False,49.57.125.60,OTP,False,False,4.4,121.0,1,1,15.375,88955.95,False,False,False,False
TXN_0000463,ACC_000164,CUST_00111,2026-06-13 14:44:19,14,True,1242.34,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Indore,IN,DEV_214499,,False,49.53.9.37,,False,False,873.4,86708.15,0,0,0.374,88342.28,False,False,False,False
TXN_0000893,ACC_000154,CUST_00103,2026-08-31 20:41:15,20,False,585.16,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Kochi,IN,DEV_849588,POS_TERMINAL,False,,PIN,True,False,10.8,343.0,2,2,0.061,7291.22,False,False,False,False
TXN_0000831,ACC_000117,CUST_00082,2026-08-16 04:28:30,4,True,1874.15,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Mumbai,IN,DEV_428282,ANDROID,False,49.50.187.133,CVV,False,False,8.4,367.0,2,2,0.106,217918.09,False,False,False,False
TXN_0000469,ACC_000172,CUST_00117,2026-06-14 02:41:13,2,True,361.02,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Chandigarh,IN,DEV_699672,POS_TERMINAL,False,,PIN,True,False,0.6,232.0,2,2,0.174,2366.54,False,False,False,False
TXN_0000073,ACC_000161,CUST_00108,2026-04-02 22:04:16,22,False,21291.33,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Indore,IN,DEV_885100,ANDROID,False,49.60.211.164,,False,False,1074.0,9532.85,0,3,12.629,-5952.78,False,False,False,False
TXN_0000153,ACC_000094,CUST_00067,2026-04-20 07:48:23,7,False,48.5,INR,PURCHASE,ONLINE,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Pune,IN,DEV_715357,WINDOWS_DESKTOP,True,49.54.222.77,NONE,False,False,10.7,,0,0,,5220.69,False,False,False,False
TXN_0000744,ACC_000138,CUST_00094,2026-08-06 19:38:47,19,False,1056.43,INR,PURCHASE,POS,,MER_3441,Indian Oil Petrol,FUEL,Indore,IN,DEV_166240,POS_TERMINAL,False,,PIN,True,False,8.6,9.0,1,4,0.159,18574.2,False,False,False,False
TXN_0000815,ACC_000016,CUST_00010,2026-08-15 00:58:24,0,True,747.55,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Mumbai,IN,DEV_582589,POS_TERMINAL,False,,PIN,True,False,9.2,417.0,2,2,0.25,14541.04,False,False,False,False
TXN_0000938,ACC_000166,CUST_00112,2026-09-10 12:12:50,12,False,5897.65,INR,PURCHASE,ONLINE,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Hyderabad,IN,DEV_493914,WINDOWS_DESKTOP,False,49.32.85.254,3DS,False,False,0.4,236.0,1,1,0.388,9570.87,False,False,False,False
TXN_0000595,ACC_000054,CUST_00038,2026-07-08 10:01:25,10,False,446.18,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_6393,IRCTC Rail,TRAVEL,Chennai,IN,DEV_467355,ANDROID,False,49.45.243.234,OTP,False,False,7.3,13527.77,0,0,0.153,4871.34,False,False,False,False
TXN_0000814,ACC_000149,CUST_00101,2026-08-15 00:30:32,0,True,5263.36,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,,IN,DEV_301814,ANDROID,False,49.58.115.152,BIOMETRIC,False,False,1274.0,57.0,1,1,1.724,12374.47,False,False,False,False
TXN_0000792,ACC_000116,CUST_00082,2026-08-12 19:36:06,19,False,20357.56,INR,PURCHASE,POS,SUCCESS,MER_5941,Duty Free Electronics,ELECTRONICS,Hyderabad,IN,DEV_233994,POS_TERMINAL,False,,SIGNATURE,True,False,170.6,48.0,2,2,2.261,24867.7,False,False,False,False
TXN_0000540,ACC_000052,CUST_00036,2026-06-27 20:17:54,20,True,4542.93,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Noida,IN,DEV_972655,ANDROID,False,49.56.20.80,3DS,False,False,1261.8,393.0,3,3,0.152,71593.28,False,False,False,False
TXN_0000038,ACC_000068,CUST_00046,2026-03-28 20:08:17,20,True,2424.92,INR,PURCHASE,POS,SUCCESS,MER_3441,Indian Oil Petrol,FUEL,Jaipur,IN,DEV_432799,POS_TERMINAL,True,,PIN,True,False,3.1,344.0,1,1,0.687,11059.97,False,False,False,False
TXN_0000944,ACC_000057,CUST_00040,2026-09-12 07:15:49,7,True,2581.12,INR,WITHDRAWAL,ATM,SUCCESS,MER_2885,SBI ATM,ATM_WITHDRAWAL,Kolkata,IN,DEV_716813,ATM_MACHINE,True,,PIN,True,False,1.3,,0,0,,74428.35,False,False,False,False
TXN_0000050,ACC_000136,CUST_00093,2026-03-29 18:02:35,18,True,693.59,INR,PURCHASE,MOBILE_APP,FAILED,MER_4017,Netflix,SUBSCRIPTION,,IN,DEV_765625,,False,49.43.206.227,OTP,False,False,954.3,74.0,3,3,0.051,2354.01,False,False,False,False
TXN_0000761,ACC_000130,CUST_00089,2026-08-08 05:02:53,5,True,788.64,INR,PURCHASE,POS,SUCCESS,MER_5366,FreshMart Supermarket,GROCERY,Jaipur,IN,DEV_572840,POS_TERMINAL,False,,PIN,True,False,2.3,113.0,2,2,1.101,144626.92,False,False,False,False
TXN_0000917,ACC_000081,CUST_00058,2026-09-07 06:08:00,6,False,2457.61,INR,PURCHASE,MOBILE_APP,,MER_9326,Flipkart,ECOMMERCE,Mumbai,IN,DEV_566173,WINDOWS_DESKTOP,False,49.45.41.75,OTP,False,False,7.0,33668.3,0,0,0.082,36146.75,False,False,False,False
TXN_0000567,ACC_000043,CUST_00029,2026-07-04 02:34:56,2,True,537.13,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Mumbai,IN,DEV_842563,POS_TERMINAL,False,,SIGNATURE,True,False,1396.4,212.0,1,1,0.061,2428.77,False,False,False,False
TXN_0000224,ACC_000016,CUST_00010,2026-05-02 22:42:04,22,True,11216.9,INR,PURCHASE,,SUCCESS,MER_1438,Reliance Digital,ELECTRONICS,Chennai,IN,DEV_582589,POS_TERMINAL,False,,PIN,True,False,1317.6,33752.7,0,0,5.548,7141.4,False,False,False,False
TXN_0000404,ACC_000036,CUST_00024,2026-06-01 16:00:30,16,False,1544.78,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Delhi,IN,DEV_559392,POS_TERMINAL,True,,,True,False,12.3,73.0,1,1,0.224,7231.65,False,False,False,False
TXN_0000720,ACC_000124,CUST_00087,2026-08-03 06:07:48,6,False,0.0,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Singapore,SG,DEV_507888,WINDOWS_DESKTOP,False,188.207.231.55,OTP,False,True,3471.4,410.0,1,1,2.535,4713.83,False,False,False,False
TXN_0000408,ACC_000082,CUST_00059,2026-06-02 07:50:57,7,False,1000.0,INR,PURCHASE,POS,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Ahmedabad,IN,DEV_830276,POS_TERMINAL,True,,NONE,True,False,841.4,39760.98,0,0,0.101,237193.86,False,False,False,False
TXN_0000693,ACC_000142,CUST_00096,2026-07-29 13:17:36,13,False,1211.27,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Indore,IN,DEV_199346,POS_TERMINAL,False,,PIN,True,False,2.2,123299.03,0,0,0.385,5606.72,False,False,False,False
TXN_0000876,ACC_000166,CUST_00112,2026-08-28 09:46:34,9,False,1888.5,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Hyderabad,IN,DEV_493914,ANDROID,False,49.56.89.133,OTP,False,False,3.1,40543.72,0,0,0.079,-3544.14,False,False,False,False
TXN_0000909,ACC_000052,CUST_00036,2026-09-05 20:29:21,20,True,558.51,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_4017,Netflix,SUBSCRIPTION,Coimbatore,IN,DEV_972655,ANDROID,False,49.55.251.175,OTP,False,False,6.9,17055.67,0,0,0.031,28045.45,False,False,False,False
TXN_0000818,ACC_000060,CUST_00042,2026-08-15 03:49:58,3,True,11080.75,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Hyderabad,IN,DEV_142238,ANDROID,False,49.36.200.46,PIN,False,False,543.4,11662.45,0,0,0.956,76744.69,False,False,False,False
TXN_0000870,ACC_000160,CUST_00108,2026-08-27 09:16:22,9,False,71149.08,INR,PURCHASE,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Chandigarh,IN,DEV_501382,POS_TERMINAL,False,,PIN,True,False,6.8,359.0,2,2,4.08,77210.96,False,False,False,False
TXN_0000079,ACC_000043,CUST_00029,2026-04-05 13:42:49,13,True,705.3,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,London,GB,DEV_847707,POS_TERMINAL,True,,NONE,True,True,2780.8,,0,0,,21067.53,False,False,False,False
TXN_0000896,ACC_000169,CUST_00115,2026-09-01 13:47:59,13,False,25.0,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Indore,IN,DEV_360610,ANDROID,False,49.53.235.102,,False,False,2.9,29365.55,0,0,0.002,36169.09,False,False,False,False
TXN_0000071,ACC_000115,CUST_00081,2026-04-02 15:26:07,15,False,25.0,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Hyderabad,IN,DEV_525468,WINDOWS_DESKTOP,False,49.44.21.179,OTP,False,False,907.0,162.0,2,4,0.002,146169.57,False,False,False,False
TXN_0000550,ACC_000158,CUST_00106,2026-06-29 20:44:25,20,False,26038.6,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Bengaluru,IN,DEV_255067,IOS,False,49.50.218.74,,False,False,6.5,349.0,2,2,11.16,144190.07,False,False,False,False
TXN_0000237,ACC_000082,CUST_00059,2026-05-05 17:09:58,17,False,1000.0,INR,PURCHASE,POS,REVERSED,MER_5941,Duty Free Electronics,ELECTRONICS,Hyderabad,IN,DEV_467645,POS_TERMINAL,False,,SIGNATURE,True,False,399.2,30.55,2,2,0.07,238193.86,False,False,False,False
TXN_0000598,ACC_000093,CUST_00066,2026-07-08 15:33:06,15,False,4540.11,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Kyiv,UA,DEV_933790,POS_TERMINAL,True,,PIN,True,True,6366.3,80388.43,0,0,3.61,410193.29,False,False,False,False
TXN_0000659,ACC_000094,CUST_00067,2026-07-22 04:15:12,4,False,69838.23,INR,TRANSFER,ONLINE,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Bucharest,RO,DEV_845175,MACOS,True,165.20.186.220,NONE,False,True,11702.6,35881.8,0,0,2.728,-393243.0,False,False,False,False
TXN_0000490,ACC_000107,CUST_00077,2026-06-18 18:31:52,18,False,8615.59,INR,PURCHASE,ONLINE,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Indore,IN,DEV_155846,IOS,False,49.36.108.217,,False,False,0.4,39505.1,0,0,0.831,26593.31,False,False,False,False
TXN_0000984,ACC_000094,CUST_00067,2026-09-17 22:35:06,22,False,25.0,INR,WITHDRAWAL,ATM,SUCCESS,MER_2885,SBI ATM,ATM_WITHDRAWAL,,IN,DEV_112885,ATM_MACHINE,False,,PIN,True,False,2.0,403.0,2,2,0.001,-481389.73,False,False,False,False
TXN_0000176,ACC_000175,CUST_00119,2026-04-25 04:49:50,4,True,213707.14,INR,TRANSFER,ONLINE,SUCCESS,MER_4971,BetKing Online,GAMBLING,Kyiv,UA,DEV_465887,ANDROID,True,142.221.102.103,NONE,False,True,9183.7,15198.4,0,0,213.707,-56058.31,False,False,False,False
TXN_0000861,ACC_000105,CUST_00076,2026-08-25 00:53:04,0,False,2351.8,INR,PURCHASE,POS,SUCCESS,MER_6986,HP Fuel Station,FUEL,Panama City,PA,,POS_TERMINAL,False,,PIN,True,True,4485.8,311.0,1,1,1.963,21390.21,False,False,False,False
TXN_0000017,ACC_000016,CUST_00010,2026-03-25 03:15:54,3,False,273.86,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Mumbai,IN,DEV_582589,POS_TERMINAL,False,,PIN,True,False,4.7,414.0,1,1,10.955,12892.4,False,False,False,False
TXN_0000817,ACC_000015,CUST_00009,2026-08-15 02:44:07,2,True,2743.05,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_6393,IRCTC Rail,TRAVEL,Noida,IN,DEV_127223,ANDROID,False,49.41.183.199,3DS,False,False,105.4,306.0,2,2,0.463,68287.67,False,False,False,False
TXN_0000261,ACC_000108,CUST_00077,2026-05-09 10:27:13,10,True,1950.76,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,,IN,DEV_776406,POS_TERMINAL,True,,PIN,True,False,9.5,49990.28,0,0,78.03,51796.71,False,False,False,False
TXN_0000587,ACC_000050,CUST_00034,2026-07-05 16:53:52,16,True,789.43,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Indore,IN,DEV_563621,ANDROID,False,49.56.20.95,,False,False,1.4,84.0,2,2,0.119,114591.62,False,False,False,False
